txn_id,customer_id,account_id,amount,txn_type,payment_mode,category,subcategory,merchant_name,txn_date,city,state,country,description,created_at
261,45,43,7861.94,DEBIT,CASH,SHOPPING,Clothing,Zara/H&M,2025-11-19 19:01:21,Mumbai,Maharashtra,India,Payment for Clothing at Zara/H&M.,2025-12-12 11:44:37
262,46,44,2402.04,DEBIT,AUTO_DEBIT,FOOD,Restaurant,Reliance Smart,2025-10-14 13:30:10,Delhi,Delhi,India,Payment for Restaurant at Reliance Smart.,2025-12-12 11:44:37
263,47,45,1098.39,DEBIT,WALLET,FOOD,Coffee Shop,Zomato/Swiggy,2025-08-01 16:40:48,Bengaluru,Karnataka,India,Payment for Coffee Shop at Zomato/Swiggy.,2025-12-12 11:44:38
264,48,46,1732.12,DEBIT,CARD,TRANSPORT,Cab,Ola/Uber,2025-07-28 07:11:47,Pune,Maharashtra,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:38
265,49,47,3592.83,DEBIT,UPI,SUBSCRIPTIONS,Software,Netflix/Hotstar,2025-07-24 16:15:35,Hyderabad,Telangana,India,Payment for Software at Netflix/Hotstar.,2025-12-12 11:44:38
266,50,48,2115.11,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Microsoft 365,2025-09-02 16:35:46,Lucknow,Uttar Pradesh,India,Payment for Software at Microsoft 365.,2025-12-12 11:44:38
267,51,49,37769.17,DEBIT,CASH,FINANCE,Credit Card Payment,HDFC Bank/SBI,2025-11-19 19:01:21,Ahmedabad,Gujarat,India,Payment for Credit Card Payment at HDFC Bank/SBI.,2025-12-12 11:44:38
268,52,50,10118.06,DEBIT,AUTO_DEBIT,HEALTHCARE,Doctor Visit,Dr. Lal PathLabs,2025-10-14 13:30:10,Jaipur,Rajasthan,India,Payment for Doctor Visit at Dr. Lal PathLabs.,2025-12-12 11:44:39
269,53,53,45131.63,DEBIT,WALLET,FINANCE,Loan EMI,ICICI Bank/Axis Bank,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Loan EMI at ICICI Bank/Axis Bank.,2025-12-12 11:44:39
270,1,51,1243.68,DEBIT,CARD,FOOD,Coffee Shop,Reliance Smart,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Coffee Shop at Reliance Smart.,2025-12-12 11:44:39
271,2,52,1825.92,DEBIT,UPI,FOOD,Online Delivery,Zomato/Swiggy,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Online Delivery at Zomato/Swiggy.,2025-12-12 11:44:40
272,3,1,3959.08,DEBIT,NET_BANKING,SUBSCRIPTIONS,Newspaper,Times of India,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Newspaper at Times of India.,2025-12-12 11:44:40
273,4,2,1103.52,DEBIT,CASH,TRANSPORT,Metro/Bus Pass,Delhi Metro/BMTC,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Metro/Bus Pass at Delhi Metro/BMTC.,2025-12-12 11:44:40
274,5,3,2705.8,DEBIT,AUTO_DEBIT,SHOPPING,Online Shopping,Amazon India/Myntra,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Online Shopping at Amazon India/Myntra.,2025-12-12 11:44:40
275,6,4,10825.84,DEBIT,WALLET,SHOPPING,Electronics,Croma/Reliance Digital,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Electronics at Croma/Reliance Digital.,2025-12-12 11:44:40
276,7,5,1912.83,DEBIT,CARD,FOOD,Online Delivery,Reliance Smart,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Online Delivery at Reliance Smart.,2025-12-12 11:44:41
277,8,6,24022.09,DEBIT,UPI,TRAVEL,Flight,IRCTC,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Flight at IRCTC.,2025-12-12 11:44:41
278,9,7,18585.11,DEBIT,NET_BANKING,TRAVEL,Train,OYO/Goibibo,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Train at OYO/Goibibo.,2025-12-12 11:44:41
279,10,8,2899.69,DEBIT,CASH,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,2025-12-12 11:44:41
280,11,9,10304.7,DEBIT,AUTO_DEBIT,HEALTHCARE,Lab Test,Dr. Lal PathLabs,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Lab Test at Dr. Lal PathLabs.,2025-12-12 11:44:41
281,12,10,10118.06,DEBIT,WALLET,HEALTHCARE,Doctor Visit,Practo/Local Clinic,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Doctor Visit at Practo/Local Clinic.,2025-12-12 11:44:42
282,13,11,37769.17,DEBIT,CARD,FINANCE,Credit Card Payment,ICICI Bank/Axis Bank,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Credit Card Payment at ICICI Bank/Axis Bank.,2025-12-12 11:44:42
283,14,12,2115.11,DEBIT,UPI,SUBSCRIPTIONS,Software,Microsoft 365,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Software at Microsoft 365.,2025-12-12 11:44:42
284,15,13,3592.83,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Times of India,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Software at Times of India.,2025-12-12 11:44:43
285,16,14,1732.12,DEBIT,CASH,TRANSPORT,Cab,IOCL Pump,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Cab at IOCL Pump.,2025-12-12 11:44:43
286,17,15,2402.04,DEBIT,AUTO_DEBIT,FOOD,Restaurant,Saravana Bhavan,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Restaurant at Saravana Bhavan.,2025-12-12 11:44:43
287,18,16,1098.39,DEBIT,WALLET,FOOD,Coffee Shop,Reliance Smart,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Coffee Shop at Reliance Smart.,2025-12-12 11:44:43
288,19,17,1100.08,DEBIT,CARD,TRANSPORT,Fuel,Ola/Uber,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Fuel at Ola/Uber.,2025-12-12 11:44:44
289,20,18,18831.62,DEBIT,UPI,EDUCATION,Course Material,University Book Store,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Course Material at University Book Store.,2025-12-12 11:44:44
290,21,19,1654.51,DEBIT,NET_BANKING,TRANSPORT,Cab,Ola/Uber,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:44
291,22,20,17332.93,DEBIT,CASH,HOUSING,Maintenance,BSES/TNEB/MSEDCL,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,2025-12-12 11:44:44
292,23,21,34267.89,DEBIT,AUTO_DEBIT,HOUSING,Rent,Landlord,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Rent at Landlord.,2025-12-12 11:44:45
293,24,22,15049.88,DEBIT,WALLET,TRAVEL,Hotel,Local Travel Agency,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Hotel at Local Travel Agency.,2025-12-12 11:44:45
294,25,23,15509.31,DEBIT,CARD,HOUSING,Maintenance,RWA,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Maintenance at RWA.,2025-12-12 11:44:45
295,26,24,34208.57,DEBIT,UPI,EDUCATION,Course Material,BYJU's/Vedantu,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Course Material at BYJU's/Vedantu.,2025-12-12 11:44:45
296,27,25,41983.84,DEBIT,NET_BANKING,EDUCATION,Online Course,Coursera/Udemy,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Online Course at Coursera/Udemy.,2025-12-12 11:44:45
297,28,26,11500.59,DEBIT,CASH,HEALTHCARE,Insurance Premium,LIC/HDFC Life,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Insurance Premium at LIC/HDFC Life.,2025-12-12 11:44:46
298,29,27,5563.89,DEBIT,AUTO_DEBIT,SUBSCRIPTIONS,Gym Membership,Microsoft 365,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Gym Membership at Microsoft 365.,2025-12-12 11:44:46
299,30,28,4169.83,DEBIT,WALLET,FOOD,Groceries,Saravana Bhavan,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Groceries at Saravana Bhavan.,2025-12-12 11:44:46
300,31,29,3037.49,DEBIT,CARD,FOOD,Online Delivery,Reliance Smart,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Online Delivery at Reliance Smart.,2025-12-12 11:44:46
301,32,30,25732.32,DEBIT,UPI,HOUSING,Maintenance,BSES/TNEB/MSEDCL,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,2025-12-12 11:44:47
302,33,31,1112.42,DEBIT,NET_BANKING,TRANSPORT,Fuel,IOCL Pump,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Fuel at IOCL Pump.,2025-12-12 11:44:47
303,34,32,2150.94,DEBIT,CASH,TRANSPORT,Cab,Ola/Uber,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:47
304,35,33,4660.85,DEBIT,AUTO_DEBIT,SUBSCRIPTIONS,Software,Netflix/Hotstar,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Software at Netflix/Hotstar.,2025-12-12 11:44:47
305,36,34,2989.47,DEBIT,WALLET,SHOPPING,Clothing,Zara/H&M,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Clothing at Zara/H&M.,2025-12-12 11:44:47
306,37,35,18831.62,DEBIT,CARD,EDUCATION,Course Material,University Book Store,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Course Material at University Book Store.,2025-12-12 11:44:48
307,38,36,17332.93,DEBIT,UPI,HOUSING,Maintenance,BSES/TNEB/MSEDCL,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,2025-12-12 11:44:48
308,39,37,1654.51,DEBIT,NET_BANKING,TRANSPORT,Cab,IOCL Pump,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Cab at IOCL Pump.,2025-12-12 11:44:48
309,40,38,1912.83,DEBIT,CASH,FOOD,Online Delivery,Zomato/Swiggy,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Online Delivery at Zomato/Swiggy.,2025-12-12 11:44:48
310,41,39,10825.84,DEBIT,AUTO_DEBIT,SHOPPING,Electronics,Croma/Reliance Digital,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Electronics at Croma/Reliance Digital.,2025-12-12 11:44:48
311,42,40,10304.7,DEBIT,WALLET,HEALTHCARE,Lab Test,Dr. Lal PathLabs,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Lab Test at Dr. Lal PathLabs.,2025-12-12 11:44:49
312,43,41,2899.69,DEBIT,CARD,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,2025-12-12 11:44:49
313,44,42,18585.11,DEBIT,UPI,TRAVEL,Train,IRCTC,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Train at IRCTC.,2025-12-12 11:44:49
314,45,43,24022.09,DEBIT,NET_BANKING,TRAVEL,Flight,OYO/Goibibo,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Flight at OYO/Goibibo.,2025-12-12 11:44:49
315,46,44,7861.94,DEBIT,CASH,SHOPPING,Clothing,Amazon India/Myntra,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Clothing at Amazon India/Myntra.,2025-12-12 11:44:49
316,47,45,2402.04,DEBIT,AUTO_DEBIT,FOOD,Restaurant,Saravana Bhavan,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Restaurant at Saravana Bhavan.,2025-12-12 11:44:50
317,48,46,1098.39,DEBIT,WALLET,FOOD,Coffee Shop,Starbucks,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Coffee Shop at Starbucks.,2025-12-12 11:44:50
318,49,47,1732.12,DEBIT,CARD,TRANSPORT,Cab,Ola/Uber,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:50
319,50,48,1654.51,DEBIT,UPI,TRANSPORT,Cab,IOCL Pump,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Cab at IOCL Pump.,2025-12-12 11:44:50
320,51,49,4169.83,DEBIT,NET_BANKING,FOOD,Groceries,Reliance Smart,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Groceries at Reliance Smart.,2025-12-12 11:44:51
321,52,50,3037.49,DEBIT,CASH,FOOD,Online Delivery,Zomato/Swiggy,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Online Delivery at Zomato/Swiggy.,2025-12-12 11:44:51
322,53,53,1112.42,DEBIT,AUTO_DEBIT,TRANSPORT,Fuel,Delhi Metro/BMTC,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Fuel at Delhi Metro/BMTC.,2025-12-12 11:44:51
323,1,51,2150.94,DEBIT,WALLET,TRANSPORT,Cab,NHAI Toll,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Cab at NHAI Toll.,2025-12-12 11:44:51
324,2,52,25732.32,DEBIT,CARD,HOUSING,Maintenance,RWA,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Maintenance at RWA.,2025-12-12 11:44:51
325,3,1,15509.31,DEBIT,UPI,HOUSING,Maintenance,BSES/TNEB/MSEDCL,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,2025-12-12 11:44:52
326,4,2,34208.57,DEBIT,NET_BANKING,EDUCATION,Course Material,University Book Store,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Course Material at University Book Store.,2025-12-12 11:44:52
327,5,3,15049.88,DEBIT,CASH,TRAVEL,Hotel,Indigo/Air India,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Hotel at Indigo/Air India.,2025-12-12 11:44:52
328,6,4,34267.89,DEBIT,AUTO_DEBIT,HOUSING,Rent,Airtel Broadband/Jio Fiber,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Rent at Airtel Broadband/Jio Fiber.,2025-12-12 11:44:52
329,7,5,11500.59,DEBIT,WALLET,HEALTHCARE,Insurance Premium,Practo/Local Clinic,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Insurance Premium at Practo/Local Clinic.,2025-12-12 11:44:52
330,8,6,41983.84,DEBIT,CARD,EDUCATION,Online Course,BYJU's/Vedantu,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Online Course at BYJU's/Vedantu.,2025-12-12 11:44:53
331,9,7,5563.89,DEBIT,UPI,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,2025-12-12 11:44:53
332,10,8,4660.85,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Microsoft 365,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Software at Microsoft 365.,2025-12-12 11:44:53
333,11,9,2989.47,DEBIT,CASH,SHOPPING,Clothing,Zara/H&M,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Clothing at Zara/H&M.,2025-12-12 11:44:53
334,12,10,37769.17,DEBIT,AUTO_DEBIT,FINANCE,Credit Card Payment,HDFC Bank/SBI,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Credit Card Payment at HDFC Bank/SBI.,2025-12-12 11:44:53
335,13,11,2115.11,DEBIT,WALLET,SUBSCRIPTIONS,Software,Netflix/Hotstar,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Software at Netflix/Hotstar.,2025-12-12 11:44:54
336,14,12,3592.83,DEBIT,CARD,SUBSCRIPTIONS,Software,Times of India,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Software at Times of India.,2025-12-12 11:44:54
337,15,13,2402.04,DEBIT,UPI,FOOD,Restaurant,Reliance Smart,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Restaurant at Reliance Smart.,2025-12-12 11:44:54
338,16,14,1098.39,DEBIT,NET_BANKING,FOOD,Coffee Shop,Zomato/Swiggy,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Coffee Shop at Zomato/Swiggy.,2025-12-12 11:44:54
339,17,15,1732.12,DEBIT,CASH,TRANSPORT,Cab,Ola/Uber,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:54
340,18,16,1654.51,DEBIT,AUTO_DEBIT,TRANSPORT,Cab,IOCL Pump,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Cab at IOCL Pump.,2025-12-12 11:44:55
341,19,17,18831.62,DEBIT,WALLET,EDUCATION,Course Material,BYJU's/Vedantu,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Course Material at BYJU's/Vedantu.,2025-12-12 11:44:55
342,20,18,1100.08,DEBIT,CARD,TRANSPORT,Fuel,Delhi Metro/BMTC,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Fuel at Delhi Metro/BMTC.,2025-12-12 11:44:55
343,21,19,16801.37,DEBIT,UPI,TRAVEL,Hotel,Local Travel Agency,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Hotel at Local Travel Agency.,2025-12-12 11:44:55
344,22,20,1243.68,DEBIT,NET_BANKING,FOOD,Coffee Shop,Starbucks,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Coffee Shop at Starbucks.,2025-12-12 11:44:56
345,23,21,1825.92,DEBIT,CASH,FOOD,Online Delivery,Reliance Smart,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Online Delivery at Reliance Smart.,2025-12-12 11:44:56
346,24,22,3959.08,DEBIT,AUTO_DEBIT,SUBSCRIPTIONS,Newspaper,Netflix/Hotstar,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Newspaper at Netflix/Hotstar.,2025-12-12 11:44:56
347,25,23,1103.52,DEBIT,WALLET,TRANSPORT,Metro/Bus Pass,NHAI Toll,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Metro/Bus Pass at NHAI Toll.,2025-12-12 11:44:56
348,26,24,2705.8,DEBIT,CARD,SHOPPING,Online Shopping,Croma/Reliance Digital,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Online Shopping at Croma/Reliance Digital.,2025-12-12 11:44:56
349,27,25,10825.84,DEBIT,UPI,SHOPPING,Electronics,Amazon India/Myntra,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Electronics at Amazon India/Myntra.,2025-12-12 11:44:57
350,28,26,1912.83,DEBIT,NET_BANKING,FOOD,Online Delivery,Zomato/Swiggy,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Online Delivery at Zomato/Swiggy.,2025-12-12 11:44:57
351,29,27,24022.09,DEBIT,CASH,TRAVEL,Flight,IRCTC,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Flight at IRCTC.,2025-12-12 11:44:57
352,30,28,18585.11,DEBIT,AUTO_DEBIT,TRAVEL,Train,OYO/Goibibo,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Train at OYO/Goibibo.,2025-12-12 11:44:57
353,31,29,2899.69,DEBIT,WALLET,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,2025-12-12 11:44:57
354,32,30,10304.7,DEBIT,CARD,HEALTHCARE,Lab Test,Dr. Lal PathLabs,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Lab Test at Dr. Lal PathLabs.,2025-12-12 11:44:58
355,33,31,10118.06,DEBIT,UPI,HEALTHCARE,Doctor Visit,Practo/Local Clinic,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Doctor Visit at Practo/Local Clinic.,2025-12-12 11:44:58
356,34,32,37769.17,DEBIT,NET_BANKING,FINANCE,Credit Card Payment,HDFC Bank/SBI,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Credit Card Payment at HDFC Bank/SBI.,2025-12-12 11:44:58
357,35,33,1100.08,DEBIT,CASH,TRANSPORT,Fuel,Ola/Uber,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Fuel at Ola/Uber.,2025-12-12 11:44:58
358,36,34,18831.62,DEBIT,AUTO_DEBIT,EDUCATION,Course Material,University Book Store,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Course Material at University Book Store.,2025-12-12 11:44:58
359,37,35,17332.93,DEBIT,WALLET,HOUSING,Maintenance,RWA,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Maintenance at RWA.,2025-12-12 11:44:59
360,38,36,1654.51,DEBIT,CARD,TRANSPORT,Cab,IOCL Pump,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Cab at IOCL Pump.,2025-12-12 11:44:59
361,39,37,1912.83,DEBIT,UPI,FOOD,Online Delivery,Reliance Smart,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Online Delivery at Reliance Smart.,2025-12-12 11:44:59
362,40,38,2402.04,DEBIT,NET_BANKING,FOOD,Restaurant,Saravana Bhavan,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Restaurant at Saravana Bhavan.,2025-12-12 11:44:59
363,41,39,1098.39,DEBIT,CASH,FOOD,Coffee Shop,Zomato/Swiggy,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Coffee Shop at Zomato/Swiggy.,2025-12-12 11:45:00
364,42,40,7861.94,DEBIT,AUTO_DEBIT,SHOPPING,Clothing,Zara/H&M,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Clothing at Zara/H&M.,2025-12-12 11:45:00
365,43,41,24022.09,DEBIT,WALLET,TRAVEL,Flight,OYO/Goibibo,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Flight at OYO/Goibibo.,2025-12-12 11:45:00
366,44,42,18585.11,DEBIT,CARD,TRAVEL,Train,Local Travel Agency,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Train at Local Travel Agency.,2025-12-12 11:45:00
367,45,43,2899.69,DEBIT,UPI,SUBSCRIPTIONS,Gym Membership,Microsoft 365,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Gym Membership at Microsoft 365.,2025-12-12 11:45:00
368,46,44,10304.7,DEBIT,NET_BANKING,HEALTHCARE,Lab Test,Apollo Pharmacy,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Lab Test at Apollo Pharmacy.,2025-12-12 11:45:01
369,47,45,10118.06,DEBIT,CASH,HEALTHCARE,Doctor Visit,Dr. Lal PathLabs,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Doctor Visit at Dr. Lal PathLabs.,2025-12-12 11:45:01
370,48,46,37769.17,DEBIT,AUTO_DEBIT,FINANCE,Credit Card Payment,ICICI Bank/Axis Bank,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Credit Card Payment at ICICI Bank/Axis Bank.,2025-12-12 11:45:01
371,49,47,2115.11,DEBIT,WALLET,SUBSCRIPTIONS,Software,Times of India,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Software at Times of India.,2025-12-12 11:45:01
372,50,48,3592.83,DEBIT,CARD,SUBSCRIPTIONS,Software,Netflix/Hotstar,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Software at Netflix/Hotstar.,2025-12-12 11:45:01
373,51,49,1732.12,DEBIT,UPI,TRANSPORT,Cab,Ola/Uber,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Cab at Ola/Uber.,2025-12-12 11:45:02
374,52,50,2402.04,DEBIT,NET_BANKING,FOOD,Restaurant,Saravana Bhavan,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Restaurant at Saravana Bhavan.,2025-12-12 11:45:02
375,53,53,1098.39,DEBIT,CASH,FOOD,Coffee Shop,Reliance Smart,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Coffee Shop at Reliance Smart.,2025-12-12 11:45:02
376,1,51,1654.51,DEBIT,AUTO_DEBIT,TRANSPORT,Cab,IOCL Pump,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Cab at IOCL Pump.,2025-12-12 11:45:02
377,2,52,18831.62,DEBIT,WALLET,EDUCATION,Course Material,University Book Store,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Course Material at University Book Store.,2025-12-12 11:45:02
378,3,1,1100.08,DEBIT,CARD,TRANSPORT,Fuel,Ola/Uber,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Fuel at Ola/Uber.,2025-12-12 11:45:03
379,4,2,17332.93,DEBIT,UPI,HOUSING,Maintenance,RWA,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Maintenance at RWA.,2025-12-12 11:45:03
380,5,3,34267.89,DEBIT,NET_BANKING,HOUSING,Rent,Landlord,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Rent at Landlord.,2025-12-12 11:45:03
381,6,4,15049.88,DEBIT,CASH,TRAVEL,Hotel,OYO/Goibibo,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Hotel at OYO/Goibibo.,2025-12-12 11:45:03
382,7,5,34208.57,DEBIT,AUTO_DEBIT,EDUCATION,Course Material,BYJU's/Vedantu,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Course Material at BYJU's/Vedantu.,2025-12-12 11:45:04
383,8,6,15509.31,DEBIT,WALLET,HOUSING,Maintenance,BSES/TNEB/MSEDCL,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,2025-12-12 11:45:04
384,9,7,25732.32,DEBIT,CARD,HOUSING,Maintenance,RWA,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Maintenance at RWA.,2025-12-12 11:45:04
385,10,8,3037.49,DEBIT,UPI,FOOD,Online Delivery,Zomato/Swiggy,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Online Delivery at Zomato/Swiggy.,2025-12-12 11:45:04
386,11,9,4169.83,DEBIT,NET_BANKING,FOOD,Groceries,Saravana Bhavan,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Groceries at Saravana Bhavan.,2025-12-12 11:45:04
387,12,10,1112.42,DEBIT,CASH,TRANSPORT,Fuel,Ola/Uber,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Fuel at Ola/Uber.,2025-12-12 11:45:05
388,13,11,2150.94,DEBIT,AUTO_DEBIT,TRANSPORT,Cab,NHAI Toll,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Cab at NHAI Toll.,2025-12-12 11:45:05
389,14,12,4660.85,DEBIT,WALLET,SUBSCRIPTIONS,Software,Microsoft 365,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Software at Microsoft 365.,2025-12-12 11:45:05
390,15,13,2989.47,DEBIT,CARD,SHOPPING,Clothing,Zara/H&M,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Clothing at Zara/H&M.,2025-12-12 11:45:05
391,16,14,18831.62,DEBIT,UPI,EDUCATION,Course Material,University Book Store,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Course Material at University Book Store.,2025-12-12 11:45:05
