"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-01","81","84",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-02","82","85","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-03","83","89","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-04","83","88","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-05","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-06","84","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-07","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-08","84","89","81"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-09","83","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-10","84","89","82"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-11","83","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-12","84","89","80"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-13","84","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-14","85","90","80"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-15","84","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-16","84","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-17","83","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-18","85","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-19","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-20","80","84",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-21","80",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-22","82","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-23","84","90","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-24","83","89","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-25","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-26","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-27","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-28","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-29","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-30","82","86","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-07-31","78","81","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-01","78",,
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-02","81","85","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-03","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-04","80","82","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-05","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-06","81","86","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-07","80","86","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-08","80","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-09","82","87","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-10","82","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-11","81","86","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-12","81","87","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-13","80","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-14","81","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-15","82","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-16","80","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-17","81","87","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-18","81","87","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-19","80","86","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-20","79","81",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-21","81","85","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-22","81","86","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-23","82","87","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-24","82","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-25","82","88","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-26","81","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-27","81","87","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-28","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-29","83","89","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-30","82","88","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-08-31","82","87","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-01","82","89","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-02","84","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-03","83","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-04","78","81","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-05","80","88","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-06","82","91","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-07","83","89","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-08","81","88","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-09","79",,
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-10","80","83","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-11","79","82","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-12","79","82","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-13","81","85","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-14","81","87","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-15","82","86","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-16","82","87","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-17","80",,
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-18","82","87","74"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-19","79","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-20","78",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-21","80","84",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-22","77",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-23","80","83","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-24","81","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-25","82","87","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-26","81","87","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-27","81","89","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-28","81","88","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-29","81","87","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-09-30","78","82",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-01","80","86","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-02","80","86","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-03","78","81",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-04","81","87","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-05","81","87","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-06","84","91","74"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-07","85","95","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-08","85","96","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-09","84","97","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-10","84","97","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-11","86","97","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-12","86","97","74"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-13","87","98","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-14","84","91","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-15","83","91","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-16","82","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-17","82","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-18","82","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-19","83","90","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-20","83","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-21","83","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-22","82","96",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-23","82","94","70"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-24","81","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-25","82","95","70"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-26","82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-27","81","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-28","80","93","66"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-29","79","92","68"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-30","79",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-10-31","78","92","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-01","78","91","63"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-02","80","89","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-03","81","93","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-04","82","96","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-05","82","95","69"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-06","80","92","70"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-07","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-08","81","93","69"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-09","78","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-10","79","93","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-11","78","93","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-12","79","94","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-13","80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-14","78","92","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-15","80","93","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-16","80","94","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-17","80","94","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-18","78","96","63"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-19","78","94","66"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-20","79","94","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-21","80","96","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-22","79","94","59"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-23","80","95","63"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-24","80","96","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-25","80","95","67"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-26","81","96","66"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-27","78","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-28","80","93","67"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-29","80","91","67"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-11-30","79","92","69"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-01","76","83","70"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-02","80","93","68"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-03","81","93","66"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-04","81","95","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-05","82","98",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-06","83","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-07","80","94","66"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-08","79","92","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-09","80","95","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-10","79","92","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-11","79","93","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-12","79","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-13","79","93","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-14","77","92","60"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-15","77",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-16","77","91","60"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-17","77","91","60"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-18","75","89","57"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-19","73",,"56"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-20","72","84","56"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-21","71","83","53"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-22","72","82","57"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-23","72","81",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-24","75","87","56"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-25","77","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-26","75","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-27","75","85","58"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-28","76","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-29","74","87","59"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-30","74","85","58"
"IN012070800","BOMBAY SANTACRUZ, IN","2005-12-31","77","90","57"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-01","74","89","59"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-02","73","81","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-03","73",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-04","75","91","60"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-05","75","92","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-06","77","90","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-07","77","95","60"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-08","79","94","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-09","80","95","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-10","81","94","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-11","79","96","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-12","76","87","63"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-13","76","92","60"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-14","77","93","59"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-15","81","99",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-16","80","93","66"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-17","78","90","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-18","78","88","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-19","78","95","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-20","76","90","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-21","76",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-22","74","86","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-23","72","82","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-24","73","87","56"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-25","75","87","58"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-26","75","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-27","74","93","56"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-28","77","95","55"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-29","77","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-30","77","96","58"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-01-31","78","97","59"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-01","78","92","63"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-02","80","97","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-03","81","99","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-04","81",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-05","81","96","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-06","80","94","60"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-07","79","92","60"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-08","78","92","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-09","79","95","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-10","78","92","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-11","79","98","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-12","80","95","62"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-13","79","96","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-14","79","90","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-15","80","91","69"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-16","78","90","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-17","78",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-18","79","93","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-19","82","95","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-20","83","97","68"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-21","84","97","70"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-22","80","90","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-23","83","93","70"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-24","87",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-25","81","93","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-26","80","89","74"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-27","81","90","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-02-28","81","92","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-01","81","92","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-02","83","92","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-03","81","92","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-04","80","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-05","78","88","61"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-06","77","87","64"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-07","78","87","68"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-08","78","87","69"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-09","73",,
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-10","77","84","65"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-11","76","85",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-12","77","86","66"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-13","80","89","66"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-14","80","89","70"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-15","79","86",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-16","79","86","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-17","80","89","70"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-18","80","89","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-19","83","96","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-20","83","95","74"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-21","81","90","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-22","86","97","69"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-23","84","94","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-24","82","92","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-25","83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-26","82","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-27","81","89","68"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-28","84","93","69"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-29","88","100","67"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-30","85","99","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-03-31","82","89",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-01","82","90","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-02","82","91","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-03","81","89","70"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-04","82","93","71"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-05","83","91","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-06","82","89","74"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-07","82","90","74"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-08","82","92","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-09","82","92","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-10","82","91","74"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-11","81","89","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-12","80","88",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-13","81","88","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-14","82","90","72"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-15","83","91","73"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-16","82","89","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-17","81","89","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-18","82","89","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-19","84","93","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-20","84","96","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-21","84","93","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-22","83","91","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-23","82","90","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-24","82","91","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-25","82","90","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-26","82","90","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-27","82","90","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-28","82","89","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-29","82","90","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-04-30","82","90","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-01","83","90","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-02","84","91","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-03","83","91","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-04","83","91","77"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-05","84","91","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-06","84","91","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-07","83","91","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-08","83","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-09","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-10","84","92","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-11","84","92","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-12","84","93","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-13","84","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-14","85","93","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-15","85","93","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-16","85","93","80"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-17","85","94","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-18","85","92","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-19","85","93","81"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-20","85","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-21","86","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-22","86","95",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-23","86","94","83"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-24","86","93","84"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-25","86","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-26","86","93","84"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-27","87","94",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-28","86","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-29","86","94","84"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-30","84","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-05-31","78","87",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-01","78",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-02","81","87","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-03","81","90",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-04","82","91","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-05","83","91",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-06","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-07","84","91","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-08","85","91","81"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-09","85","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-10","85","92","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-11","85","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-12","84","91","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-13","84","91","80"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-14","85","92","81"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-15","85","92","82"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-16","85","92","81"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-17","85","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-18","86","93","82"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-19","85","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-20","83","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-21","83","93",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-22","82","92",
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-23","83","88","75"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-24","85","92","76"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-25","83","88","79"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-26","83","90","80"
"IN012070800","BOMBAY SANTACRUZ, IN","2006-06-27","80",,
